,CP,LS,IS,RS,N,CJ0,M,VJ,EG,IBV,BV,XTI,RL,CL
68,1.158984798793045e-13,1.168361978124717e-08,6.383823449223754e-05,5.92907594149563,1.05,1.4209768463084617e-13,0.4831642243590586,0.4606662567497348,0.69,0.0001,2.0,2.0,30551.60751786082,7.803912599538182e-11
69,1.1075913216055216e-13,1.6042111917537284e-08,8.667102728743475e-05,8.183262769055084,1.05,1.512429856301662e-13,0.3374240651319549,0.3049464111975983,0.69,0.0001,2.0,2.0,45434.69400757147,6.667251778613791e-12
70,1.6577408962596438e-13,1.4726172829193758e-08,6.629584097897444e-05,8.844862018426866,1.05,1.618139517483535e-13,0.3501906507372451,0.3409812868164561,0.69,0.0001,2.0,2.0,31306.507957492464,4.060841198375022e-11
71,2.0132323073621158e-13,4.361334789081263e-09,3.313097199041869e-05,15.702071054698731,1.05,1.1463281128071146e-13,0.45765411538319534,0.5468999059293523,0.69,0.0001,2.0,2.0,41461.14916049228,7.513044791368064e-11
72,6.072569268558261e-14,7.970248388104795e-09,1.1111795724552709e-05,5.853289022214596,1.05,1.3961936601291022e-13,0.4104848253418599,0.641290145877407,0.69,0.0001,2.0,2.0,41894.98205855316,2.2763742879267606e-11
73,2.0246764901401666e-13,8.693204359767428e-09,7.901704495800836e-05,19.223022061735314,1.05,1.7077283734658537e-13,0.34893893966830114,0.47355044014795633,0.69,0.0001,2.0,2.0,12901.580090519943,5.891420021429485e-11
74,1.8538020612786488e-13,1.772517634220554e-08,8.548544716188598e-05,8.851472643159873,1.05,1.6481986915057776e-13,0.45154774097797273,0.31774172097188585,0.69,0.0001,2.0,2.0,1783.3327868060264,4.917767213923212e-11
75,2.0072770207468275e-13,2.807240649918096e-09,2.5297587421005828e-05,14.111706238477915,1.05,1.422029992661508e-13,0.4847212784169462,0.3214597739686563,0.69,0.0001,2.0,2.0,3528.956018377301,3.236440450368647e-11
76,1.2897373366922368e-13,8.571309211728847e-09,4.854052586861042e-05,7.257569873408405,1.05,1.865543578484341e-13,0.48721940730147856,0.5619690730807442,0.69,0.0001,2.0,2.0,18517.626176608905,4.173259650078262e-11
77,2.4674797081315856e-13,9.06368525887226e-09,7.424085614973273e-05,27.66107607302191,1.05,1.3642615603200227e-13,0.38936956185428684,0.4737138709446719,0.69,0.0001,2.0,2.0,42934.80389294184,9.907784022607676e-11
78,1.4844805272059517e-13,1.9956868965174494e-08,6.874520549887105e-05,14.39729312045173,1.05,1.3021887526398354e-13,0.30743798943604184,0.4390817719443518,0.69,0.0001,2.0,2.0,19565.249954046834,2.9402604371897425e-11
79,8.788284699259336e-14,4.572805884969866e-09,8.788374887743393e-05,9.256964879059776,1.05,1.2664038162393115e-13,0.3455903873188968,0.5604624821614816,0.69,0.0001,2.0,2.0,19912.238492015324,2.5274900610925966e-11
80,1.6283336148707952e-13,3.2845781751201415e-09,3.758282617873468e-05,15.418416815231952,1.05,1.3540452683696427e-13,0.3017424188758591,0.3845694085164422,0.69,0.0001,2.0,2.0,5601.340275580097,2.986152401707393e-11
81,1.7523616711206478e-13,5.109195026488484e-09,1.9666191450663094e-05,11.379678739523193,1.05,1.0581224389367381e-13,0.3123750228561695,0.5994520432562465,0.69,0.0001,2.0,2.0,1012.0726455353998,4.4166687465154724e-11
82,9.79273293762281e-14,1.0511084335365175e-08,5.441232430284555e-05,11.969378752522644,1.05,1.8884454210149382e-13,0.3408568683530698,0.35206411097156604,0.69,0.0001,2.0,2.0,18934.163487602815,6.623955613442711e-11
83,1.9857039903641098e-13,4.52968824301197e-09,3.2107663669368e-06,28.073498555802292,1.05,1.5827432655447226e-13,0.3296947653022222,0.30981827189958494,0.69,0.0001,2.0,2.0,44131.873074200346,1.350043157784498e-11
84,1.788666209887827e-13,4.221548514930264e-09,5.673778116367751e-05,19.49229474628157,1.05,1.2350147259585427e-13,0.48796347440728977,0.6335273505409407,0.69,0.0001,2.0,2.0,31546.23141602526,1.626894545437251e-11
85,2.3128510629007945e-13,1.7914897330591883e-08,6.310898905818307e-05,23.649822007906813,1.05,1.3618822514241369e-13,0.48045661714117494,0.5696433346106513,0.69,0.0001,2.0,2.0,749.97903763798,5.4101727717158626e-11
86,1.5779043510229532e-13,1.9804038121651923e-08,5.02778199154478e-06,13.314915163366374,1.05,1.9180139196796107e-13,0.3386313976512866,0.38033427916869644,0.69,0.0001,2.0,2.0,10267.772077860043,7.876207261307135e-11
87,5.577061350717434e-14,1.287257054049205e-08,6.237939928421216e-05,8.15128806807876,1.05,1.1739478965041565e-13,0.41320495102373733,0.4815275438806045,0.69,0.0001,2.0,2.0,21182.541685856086,6.781164843262754e-11
88,1.3203496130887939e-13,1.2994412585642603e-08,1.0842110269640658e-05,28.540846938832075,1.05,1.1088808695445036e-13,0.31948879321465534,0.5813673456750627,0.69,0.0001,2.0,2.0,49813.284136905284,2.0204423043470887e-11
89,8.05255058435993e-14,4.182366149459876e-09,4.423738049265247e-05,20.409099128548046,1.05,1.961484129854123e-13,0.3780238621055177,0.4380363433117306,0.69,0.0001,2.0,2.0,29437.402751267862,9.638999230964815e-11
90,1.0471724381076004e-13,1.366781993721419e-08,5.3205269764509284e-05,15.497408397564225,1.05,1.6194606664597704e-13,0.35816852393813936,0.6098490466608681,0.69,0.0001,2.0,2.0,19157.911316225807,5.474248916190011e-12
91,1.113154172845451e-13,8.121804933272095e-09,9.603196503610562e-05,24.53610609760171,1.05,1.457445378184299e-13,0.43533952886212746,0.3859902908419445,0.69,0.0001,2.0,2.0,49465.92331525438,3.285662262525559e-11
92,2.4851255538312257e-13,7.542324573843588e-09,8.948966346035475e-05,19.489546737888112,1.05,1.835752612402395e-13,0.4625598763910277,0.4125382877395185,0.69,0.0001,2.0,2.0,42524.48390398437,2.7286839553700974e-11
93,9.412495877932383e-14,1.156905064201639e-08,4.1562944020419256e-05,9.59581493854091,1.05,1.0150012972926372e-13,0.4896745091307737,0.42098867405354246,0.69,0.0001,2.0,2.0,7439.813850592376,8.245551560329407e-11
94,1.8097637426815314e-13,1.2039300544495638e-08,6.127541045749816e-06,11.61157820119023,1.05,1.2202466351569574e-13,0.4171013611141348,0.34758394018683925,0.69,0.0001,2.0,2.0,18408.14205225109,6.369319777813612e-11
95,1.0798222003125954e-13,1.9047647922838094e-08,8.759666017180418e-05,28.301442898729373,1.05,1.3895037100812112e-13,0.4200981082196774,0.41372272852815634,0.69,0.0001,2.0,2.0,13673.547480523488,3.091070682186841e-12
96,1.92775126329091e-13,1.874793691755923e-08,8.396041645834694e-05,23.230379283984842,1.05,1.3225961543799182e-13,0.4358071771113951,0.3212663659745194,0.69,0.0001,2.0,2.0,9104.46590986804,8.187771393208044e-11
97,1.2031671548255887e-13,1.516158670394947e-08,5.633858575946844e-05,28.06389294829564,1.05,1.601958155060733e-13,0.33324234582174705,0.3427975819940871,0.69,0.0001,2.0,2.0,14356.797363269257,3.8380128202771014e-11
98,1.581258367480963e-13,1.7032711065857356e-08,4.751114554473251e-05,29.461681666335355,1.05,1.349715534544098e-13,0.30599868443789685,0.4388939338852821,0.69,0.0001,2.0,2.0,36561.515561537875,2.1552510244899536e-11
99,1.1267604362448634e-13,1.0108592155002937e-08,6.680154763828659e-05,18.979214305112826,1.05,1.3291165936713516e-13,0.30209309669909773,0.3311114032570369,0.69,0.0001,2.0,2.0,4206.6448013506715,5.203901317991328e-11
100,1.6693761606839343e-13,9.214920970120226e-09,1.5619999616536407e-05,8.90061930407639,1.05,1.9295838086035824e-13,0.30488836665049734,0.6498062474851378,0.69,0.0001,2.0,2.0,22041.600955602993,3.7274798771546204e-11
101,1.5527587111708356e-13,1.25712344072538e-08,5.295295633641046e-05,6.475244425585531,1.05,1.5798379038534445e-13,0.3130224737533415,0.48110659809161915,0.69,0.0001,2.0,2.0,47651.79005120469,4.2977024348450244e-11
102,8.790461179097795e-14,1.813406117879971e-08,3.5094753511441305e-05,24.461287163059026,1.05,1.4668145369282114e-13,0.4430490643852215,0.45801048955292245,0.69,0.0001,2.0,2.0,25607.339850825683,5.427507339153609e-12
103,1.5261931785067986e-13,1.0393765396988591e-08,9.149871640252427e-05,27.340626997744813,1.05,1.2200689446020521e-13,0.46032268069733995,0.5245878616034159,0.69,0.0001,2.0,2.0,47156.67233285387,6.538167537413662e-11
104,1.262143262580788e-13,2.138477054595731e-09,4.589058196505818e-05,10.800881405476321,1.05,1.1007290994250731e-13,0.40362694474633687,0.5332921218472677,0.69,0.0001,2.0,2.0,20811.15221059334,9.82791150815599e-11
105,7.719430965281506e-14,7.748838293304633e-09,8.372698644937118e-06,10.26713547470049,1.05,1.0763241991214585e-13,0.337271806079516,0.3180615668547716,0.69,0.0001,2.0,2.0,27942.733049416962,1.1063090086910331e-11
106,1.485824511091819e-13,1.7289535197259768e-08,7.085000367007533e-06,13.763635040330433,1.05,1.3641668254265387e-13,0.4813230573090505,0.30830616366640584,0.69,0.0001,2.0,2.0,41895.19341768159,2.7003239467846045e-11
107,8.938536138450395e-14,1.543888927527523e-09,4.026153476044873e-05,5.756371713285259,1.05,1.8139287352711838e-13,0.46030368462601445,0.32788793361140234,0.69,0.0001,2.0,2.0,16690.67385528387,7.412693197947166e-11
108,5.71113572602699e-14,5.369367387457594e-09,9.106752548031116e-05,27.657331780939746,1.05,1.0904104193427418e-13,0.38546490365232544,0.4511076544589639,0.69,0.0001,2.0,2.0,39135.82890280005,1.957342124649157e-11
109,1.4045982438693157e-13,7.614656077372159e-09,1.5025519849140256e-05,10.457436330397536,1.05,1.7839639357070155e-13,0.4236645162444237,0.4384870020982606,0.69,0.0001,2.0,2.0,31553.738182332967,4.337858608680545e-11
110,2.205421791294249e-13,1.8357659084202922e-08,2.472217209559563e-05,22.124736966109435,1.05,1.8558260125378174e-13,0.41623622188113396,0.33968821080746125,0.69,0.0001,2.0,2.0,46647.028101218755,1.8822572428190562e-11
111,2.2913740804692153e-13,8.185457944712211e-09,5.287630852766985e-06,23.016900845547397,1.05,1.2304668107577543e-13,0.34384422959052097,0.5826245171895903,0.69,0.0001,2.0,2.0,38872.30871471601,1.3487007306418128e-11
112,1.6353284176004148e-13,2.0077060099631786e-09,9.134909411369256e-05,12.159420280136223,1.05,1.3957655867629868e-13,0.4544343452692325,0.5433751260395918,0.69,0.0001,2.0,2.0,598.5485189180081,8.854758138757567e-11
113,1.786232210180958e-13,1.171168898760516e-08,2.5124626346357547e-05,13.977802934310525,1.05,1.1162206395494857e-13,0.37681854318863384,0.45727120117289466,0.69,0.0001,2.0,2.0,9992.962787812075,8.949672473833699e-11
114,1.2527159209217772e-13,3.4188678261240056e-09,7.66883044431576e-05,29.474831142731006,1.05,1.0488346706619293e-13,0.38638487151926637,0.47361603174236827,0.69,0.0001,2.0,2.0,13018.301651816211,7.757435079387715e-11
115,6.691299510698687e-14,1.3774897631631057e-08,2.702846485333493e-05,26.506091161213696,1.05,1.5946008125552395e-13,0.4884944049004226,0.45035710744789575,0.69,0.0001,2.0,2.0,42917.33079770634,1.696649404234864e-11
116,8.936849418366076e-14,1.8507692998378213e-09,9.69844443281691e-05,5.888448105965228,1.05,1.5042566946315446e-13,0.36263904773065087,0.4200263417875608,0.69,0.0001,2.0,2.0,37523.789694617975,9.396952086169604e-11
117,1.9344230715202163e-13,1.8642642848091482e-08,6.724243603293214e-05,25.866654988413078,1.05,1.8027220101124471e-13,0.45676031798197153,0.6110157106667666,0.69,0.0001,2.0,2.0,35228.770380214024,6.012238428910861e-11
118,1.7927313648130486e-13,1.4955449521484276e-08,2.5211073073545942e-05,6.443389156936356,1.05,1.6868499598276025e-13,0.4182991754503179,0.34165087910623093,0.69,0.0001,2.0,2.0,14213.286321845904,3.674765191003602e-11
119,1.640769334221723e-13,1.9038310097515003e-08,5.778966254513121e-05,16.073878942860453,1.05,1.1238486148615679e-13,0.4280829407922979,0.4538552016537969,0.69,0.0001,2.0,2.0,6498.657958871577,6.592841549097159e-11
120,1.2355542041689292e-13,8.228951288993366e-09,1.8701084403074962e-05,23.098811664857976,1.05,1.718870746882545e-13,0.3687798647825345,0.5353681953433308,0.69,0.0001,2.0,2.0,30524.092600335753,2.6014496206400236e-11
